Unnamed: 0,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
92,Des rêves sans fin,['Eric Ardouin'],0.994,0.177,182144,0.00906,0.863,11,0.0801,-33.48,1,0.046,137.832,3,0.0475,,,0.0475,Sleepy
93,Delta Sinus Noise Pad,['Wiser Noise'],0.85,0.14,124087,0.0149,0.767,6,0.115,-30.639,1,0.0596,68.55,3,0.446,-1.0,-1.0,0.426,Sleepy
94,Lights Out,['Solene Edgar'],0.972,0.177,173500,0.0652,0.911,2,0.0802,-29.909,0,0.0462,72.676,1,0.168,1.0,1.0,0.188,Sleepy
95,Floating Beyond Waves,['Matt Ullman'],0.942,0.0759,223050,0.0289,0.976,2,0.105,-29.465,0,0.0446,80.51,3,0.0386,,,0.0386,Sleepy
96,Glänta,['Ström'],0.982,0.155,187375,0.125,0.964,0,0.133,-21.171,1,0.0487,134.968,3,0.0349,-0.9648,-0.9648,0.0156,Sleepy
97,Open Fields,['Timothy Byrne'],0.945,0.104,149305,0.0146,0.89,10,0.106,-33.509,1,0.0459,90.82,4,0.0373,1.0,1.0,0.0573,Sleepy
98,Tranquility,['Úrkoma'],0.986,0.235,218000,0.0741,0.928,1,0.0865,-23.27,0,0.0399,65.207,4,0.0377,,,0.0377,Sleepy
99,Sunlight,['Harlan Silverman'],0.953,0.215,148992,0.0372,0.931,2,0.118,-29.727,1,0.0406,71.231,4,0.0326,,,0.0326,Sleepy
100,Shimmer in the Morning,['Sola Vimi'],0.975,0.204,126097,0.0308,0.966,7,0.102,-29.613,1,0.0483,35.862,3,0.0367,,,0.0367,Sleepy
101,Nebula,['Orla and the Stars'],0.938,0.139,197000,0.0986,0.52,5,0.0962,-30.243,1,0.0395,141.742,4,0.187,0.999,0.999,0.207,Sleepy
102,A Waiting,['Even Massi'],0.912,0.171,133793,0.00552,0.871,0,0.109,-34.587,1,0.0422,73.031,3,0.0909,-0.9076,-0.9076,0.0727,Sleepy
103,Anti-Clockwise Spiral Staircase,['Alexander Brinkman'],0.973,0.149,232000,0.0181,0.801,9,0.103,-28.435,1,0.0428,138.024,5,0.032,,,0.032,Sleepy
104,Occuring Birds,['Silent Remedies'],0.937,0.203,224000,0.0844,0.82,11,0.0914,-26.706,0,0.0599,137.72,3,0.0377,1.0,1.0,0.0577,Sleepy
105,Bella,['Massimu'],0.519,0.0707,220875,0.0549,0.846,9,0.114,-27.495,0,0.0557,76.712,3,0.043,-0.7003,-0.7003,0.029,Sleepy
106,Depressurize,['Mindezer'],0.984,0.145,221740,0.19,0.904,4,0.105,-20.84,0,0.0375,79.605,4,0.0389,,,0.0389,Sleepy
107,Long-Horned Beetles,['Dominico Lucci'],0.987,0.177,225504,0.0059,0.78,1,0.104,-31.596,1,0.0478,135.486,3,0.032,,,0.032,Sleepy
108,Fekerayo,['Cleantha'],0.927,0.193,203000,0.0678,0.968,0,0.108,-23.574,1,0.0427,87.969,4,0.035,,,0.035,Sleepy
109,Sleepy Journey,['Cokobi'],0.872,0.198,170700,0.0397,0.952,4,0.107,-31.777,1,0.0385,80.986,1,0.0392,0.9998,0.9998,0.0592,Sleepy
110,Alpha Omega,['Sonic Being'],0.567,0.139,160781,0.0218,0.711,0,0.109,-28.316,1,0.0546,141.307,4,0.0393,0.9602,0.9602,0.0585,Sleepy
111,Passing Through,['Flying Rivers'],0.722,0.155,153347,0.101,0.779,0,0.0969,-24.592,1,0.0518,139.744,4,0.0271,0.9434,0.9434,0.046,Sleepy
112,Sterrenhemel,['Pauline Huijbers'],0.892,0.112,196875,0.013,0.722,5,0.101,-34.821,1,0.0457,71.801,3,0.07,,,0.07,Sleepy
113,Mollusca,['Ferndale'],0.946,0.183,208000,0.0344,0.873,5,0.101,-28.176,1,0.0461,136.979,3,0.037,-0.7815,-0.7815,0.0214,Sleepy
114,Ichneumonidae,['Dream Trees'],0.869,0.133,197615,0.0978,0.793,8,0.108,-26.71,1,0.0603,173.267,4,0.045,,,0.045,Sleepy
115,Emerald Isles,['Moments of Clarity'],0.906,0.168,233383,0.0991,0.945,10,0.105,-24.419,0,0.0366,139.905,3,0.0424,1.0,1.0,0.0624,Sleepy
116,Sown from Luleå,['Howard Lieberman'],0.987,0.16,238573,0.0435,0.94,7,0.107,-27.465,1,0.0474,136.53,5,0.0339,,,0.0339,Sleepy
117,Vibrion,['Hipparcos'],0.987,0.157,224000,0.0561,0.575,10,0.104,-31.583,0,0.0508,140.693,3,0.039,,,0.039,Sleepy
118,Ongoing,['Joseph Martins'],0.961,0.162,220000,0.00801,0.946,0,0.114,-32.678,1,0.0459,67.496,3,0.0293,-0.9999,-0.9999,0.0093,Sleepy
119,Birdcage Walk,['Stone Steps'],0.579,0.0737,212400,0.153,0.85,0,0.103,-23.758,1,0.052,61.786,5,0.0619,1.0,1.0,0.0819,Sleepy
120,Atmosphere,['BLVKSHP'],0.969,0.0954,68040,0.0847,0.887,0,0.0826,-26.166,1,0.0456,164.752,3,0.0356,,,0.0356,Sleepy
121,Trayi,['William Edessa'],0.985,0.245,205000,0.111,0.93,11,0.107,-21.718,1,0.0415,83.264,1,0.0545,,,0.0545,Sleepy
122,Fully Present,['Binaural Boy'],0.898,0.228,232000,0.0243,0.89,5,0.0996,-34.148,0,0.0486,125.515,4,0.036,-0.9995,-0.9995,0.016,Sleepy
123,Fais Ma Nuit,['Ishik'],0.77,0.12,196626,0.0741,0.844,0,0.09,-24.313,1,0.0426,75.089,3,0.0332,-0.9932,-0.9932,0.0133,Sleepy
124,Hohenbol,['Feldgeister'],0.977,0.153,200000,0.00274,0.554,1,0.113,-35.487,1,0.047,134.727,4,0.033,,,0.033,Sleepy
125,Heavenly Harps,['Matooma'],0.993,0.207,184714,0.0537,0.953,0,0.0991,-26.829,1,0.043,68.227,4,0.0325,,,0.0325,Sleepy
126,Bloom,['Dreamspot'],0.841,0.104,174038,0.103,0.838,10,0.104,-23.676,1,0.0383,88.059,3,0.0594,-0.9995,-0.9995,0.0394,Sleepy
127,Drifting Apart,['Malik Jeremiassen'],0.947,0.0746,170250,0.0774,0.939,0,0.0852,-26.976,1,0.0506,74.151,4,0.0423,,,0.0423,Sleepy
128,Trpělivost růže přináší,['Václav Slezák'],0.992,0.124,237500,0.0399,0.894,6,0.18,-29.689,0,0.0721,73.366,4,0.0928,,,0.0928,Sleepy
129,Dreaming,['Wes Jools'],0.992,0.212,194649,0.003,0.905,4,0.111,-38.389,1,0.0395,69.371,5,0.132,1.0,1.0,0.152,Sleepy
130,Ljusa Drömmar,['Eleonora Feldt'],0.994,0.156,158983,0.00453,0.91,9,0.0741,-34.118,1,0.0404,73.865,3,0.0619,,,0.0619,Sleepy
131,Estrellas,['Universo'],0.904,0.14,182756,0.0425,0.912,7,0.115,-25.286,0,0.0473,140.553,3,0.0327,0.9186,0.9186,0.0511,Sleepy
132,Queen K,['JBE Relax Music'],0.988,0.0797,238033,0.00519,0.962,7,0.0952,-45.242,0,0.0435,82.139,1,0.0382,,,0.0382,Sleepy
133,Seneca Rise,['Sky Wishes'],0.29,0.241,157800,0.155,0.908,0,0.115,-23.99,1,0.0555,85.6,1,0.182,1.0,1.0,0.202,Sleepy
134,The Surname of Penton,['machine ii'],0.991,0.165,217656,0.00509,0.779,9,0.0992,-34.734,1,0.0428,75.239,3,0.0312,,,0.0312,Sleepy
135,Limit at Sendai,['Leviticus Orion'],0.847,0.155,218509,0.0323,0.816,3,0.0912,-31.997,0,0.0475,135.397,4,0.0333,,,0.0333,Sleepy
136,Lilly Pool,['Sunset on the Moon'],0.827,0.13,219429,0.101,0.673,0,0.11,-26.678,1,0.0453,74.577,3,0.0347,0.9997,0.9997,0.0547,Sleepy
137,Semblance,['Zhao Li'],0.817,0.159,172800,0.161,0.79,7,0.115,-26.124,1,0.0349,108.078,4,0.0392,-0.9999,-0.9999,0.0192,Sleepy
138,Peace and Quiet,['Zen Atlas'],0.284,0.135,210000,0.0385,0.74,0,0.111,-29.121,1,0.0457,70.439,4,0.0329,1.0,1.0,0.0529,Sleepy
139,Self-Reflection,['Apech'],0.962,0.145,170871,0.0114,0.901,8,0.114,-37.291,1,0.0382,71.013,4,0.0362,,,0.0362,Sleepy
140,Cygnus,['Zoniacs'],0.922,0.162,264000,0.123,0.797,2,0.0878,-25.743,1,0.0458,130.583,3,0.0434,,,0.0434,Sleepy
141,Szundikál,['Mayer Julcsa'],0.993,0.141,269750,0.0353,0.779,4,0.0865,-31.019,0,0.113,173.056,4,0.111,,,0.111,Sleepy
142,Ethereal,"['Threedust', 'Concept15']",0.947,0.144,152237,0.0446,0.723,6,0.123,-31.839,0,0.0376,139.469,5,0.0315,0.9986,0.9986,0.0515,Sleepy
143,Geneva,['To There From'],0.957,0.144,253168,0.0404,0.772,10,0.0964,-28.738,1,0.048,139.221,3,0.0345,1.0,1.0,0.0545,Sleepy
144,Declarations,['Heartbeat Sirens'],0.914,0.218,212434,0.00902,0.686,1,0.111,-31.532,1,0.0552,123.121,3,0.0309,0.999,0.999,0.0509,Sleepy
145,Directional Dance,['Tottori'],0.996,0.197,227545,0.0128,0.989,3,0.109,-30.254,1,0.0449,129.497,5,0.029,0.9999,0.9999,0.049,Sleepy
146,Floating Feeling,['Sergio Limeira'],0.92,0.122,189750,0.213,0.944,0,0.11,-21.293,1,0.0475,176.489,5,0.079,,,0.079,Sleepy
147,Trace,['Perfect Light'],0.36,0.0851,188700,0.202,0.872,0,0.109,-19.179,1,0.039,83.187,4,0.0388,0.9942,0.9942,0.0587,Sleepy
148,Jumbo Jet Dreams,['Landscape Dreams'],0.859,0.0641,260690,0.00469,0.911,11,0.075,-38.223,0,0.0477,58.781,4,0.0377,0.9994,0.9994,0.0577,Sleepy
149,Mission Control,['Astor Petra'],0.378,0.159,192000,0.128,0.875,0,0.118,-21.972,1,0.0457,69.02,3,0.0392,0.9978,0.9978,0.0592,Sleepy
150,Firewood,['Benny The Asteroid'],0.916,0.14,208500,0.226,0.821,9,0.108,-21.507,0,0.045,63.911,4,0.0414,-1.0,-1.0,0.0214,Sleepy
151,Convince Me,['Aysha Mathis'],0.973,0.177,215771,0.0032,0.913,2,0.106,-37.795,1,0.0472,69.613,4,0.125,,,0.125,Sleepy
152,Inside Preciousness,['Mindezer'],0.947,0.191,231689,0.0417,0.953,2,0.102,-28.239,0,0.0374,89.732,4,0.0993,,,0.0993,Sleepy
153,Eternity,['Noontic'],0.984,0.404,218648,0.0559,0.933,2,0.106,-30.066,1,0.0363,155.797,3,0.113,0.9993,0.9993,0.133,Sleepy
154,Delicatula,['Azulina'],0.924,0.145,224000,0.184,0.928,2,0.0952,-23.674,1,0.0696,77.488,4,0.0328,,,0.0328,Sleepy
155,Deep Dive,['Ambienetic'],0.967,0.26,161886,0.124,0.847,11,0.0939,-23.815,1,0.0321,70.057,4,0.167,,,0.167,Sleepy
156,Alaska,['Scandinavian Nights'],0.961,0.212,187119,0.00494,0.933,4,0.0616,-43.412,1,0.0384,68.377,5,0.0345,1.0,1.0,0.0545,Sleepy
157,Astrophel,['Arlo Leclerc'],0.97,0.128,174929,0.153,0.948,9,0.0948,-21.854,1,0.0423,96.525,3,0.0635,,,0.0635,Sleepy
158,Reverberating,['Karush Vodri'],0.801,0.105,180000,0.236,0.754,10,0.111,-22.01,0,0.0416,79.766,4,0.0322,,,0.0322,Sleepy
159,Love Yourself,['xerLK'],0.73,0.192,166452,0.196,0.938,9,0.0983,-21.235,1,0.0395,72.887,5,0.0377,,,0.0377,Sleepy
160,Divinity,['The Valley Mist'],0.947,0.0829,224000,0.0695,0.953,2,0.107,-21.732,0,0.0448,75.482,1,0.0375,0.9949,0.9949,0.0574,Sleepy
161,New Ports,['Zero Degrees Celsius'],0.918,0.171,236000,0.00922,0.81,8,0.11,-28.591,1,0.0518,80.185,4,0.0362,,,0.0362,Sleepy
162,Ambiance Road,['Rigaud'],0.992,0.166,228556,0.067,0.947,0,0.074,-26.335,1,0.0511,109.859,4,0.0692,1.0,1.0,0.0892,Sleepy
163,And Rest!,['Omaday'],0.91,0.0868,198000,0.038,0.867,2,0.0799,-29.067,1,0.0439,79.196,3,0.0736,1.0,1.0,0.0936,Sleepy
164,Still River,['chillchild'],0.328,0.228,202000,0.131,0.948,5,0.0842,-25.621,1,0.0499,75.281,4,0.073,0.9999,0.9999,0.093,Sleepy
165,Loved by the Stars,['Rubycon Sunset'],0.975,0.16,144857,0.123,0.915,3,0.111,-22.609,1,0.0439,62.985,4,0.0377,,,0.0377,Sleepy
166,Sunflower Rise,['Ken Brolin'],0.75,0.229,203250,0.102,0.959,11,0.0968,-20.387,0,0.0419,56.559,3,0.0671,,,0.0671,Sleepy
167,Laborers Lake,['The Lay-Backs'],0.959,0.13,224727,0.0479,0.952,0,0.0947,-25.695,1,0.0478,84.791,4,0.0302,0.9995,0.9995,0.0502,Sleepy
168,Buoyant,['Keira Barton'],0.979,0.134,189250,0.0413,0.815,9,0.0878,-28.929,1,0.0607,144.693,4,0.0444,,,0.0444,Sleepy
169,Instinto Natural,['Esmeraldas'],0.556,0.0737,192000,0.0827,0.872,10,0.11,-25.998,1,0.039,79.305,3,0.108,-0.9999,-0.9999,0.088,Sleepy
170,State of Unreality,['Lugar'],0.784,0.0621,161379,0.0402,0.855,5,0.113,-29.003,1,0.055,69.037,4,0.0362,1.0,1.0,0.0562,Sleepy
171,somniferous,['Rosetta Arroyo'],0.994,0.0912,220000,0.0132,0.941,0,0.101,-31.912,0,0.0372,71.397,4,0.0721,,,0.0721,Sleepy
172,Boötes,['Donald Beaudoin'],0.988,0.067,192500,0.0346,0.939,7,0.122,-29.992,1,0.0535,71.583,4,0.0395,,,0.0395,Sleepy
173,Three Side Quests,['Roman Loukas'],0.986,0.144,210000,0.00838,0.835,6,0.108,-32.585,1,0.0463,78.671,4,0.035,,,0.035,Sleepy
174,Symbols,['Rosa Cania'],0.948,0.224,240917,0.0832,0.921,2,0.0922,-21.754,1,0.0618,68.221,4,0.108,1.0,1.0,0.128,Sleepy
175,Wacht op mij,['Cyrano Brussee'],0.976,0.148,298750,0.0496,0.929,5,0.0839,-26.249,1,0.0442,71.858,4,0.0398,,,0.0398,Sleepy
176,Arp Of Life,['Bjørg Stigbjørnson'],0.841,0.183,198163,0.0367,0.877,0,0.115,-31.018,1,0.0375,70.412,4,0.0389,,,0.0389,Sleepy
177,Liven,['LiKKma'],0.969,0.151,222960,0.0203,0.808,3,0.111,-35.694,1,0.0418,71.651,4,0.0359,0.9644,0.9644,0.0552,Sleepy
178,Sunscape,['Beyond The Last Star'],0.913,0.124,165900,0.243,0.797,0,0.109,-18.699,1,0.0356,77.865,4,0.0501,0.9999,0.9999,0.0701,Sleepy
179,Santa Fe Reflection,['Sleep Tentacles'],0.994,0.242,230000,0.0192,0.885,0,0.102,-31.191,1,0.054,134.542,3,0.0354,,,0.0354,Sleepy
180,Morning Mist Rising,['Shibb'],0.961,0.0685,229737,0.00465,0.883,2,0.109,-34.411,0,0.0498,76.787,5,0.0378,1.0,1.0,0.0578,Sleepy
181,Divine,['Rainbow Rise'],0.84,0.0614,187200,0.0376,0.732,0,0.111,-24.091,1,0.0497,59.507,4,0.0337,0.996,0.996,0.0536,Sleepy
182,Energetic Waves,['Bit Rain'],0.933,0.179,167436,0.00936,0.967,2,0.109,-27.542,1,0.0608,71.497,4,0.032,0.9999,0.9999,0.052,Sleepy
183,Magnetic View,['Polyphonic Grain'],0.827,0.171,217669,0.0755,0.632,5,0.107,-29.598,1,0.0492,74.955,4,0.267,1.0,1.0,0.287,Sleepy
184,we are here,['fragile eyes'],0.975,0.065,203098,0.0016,0.456,1,0.108,-37.279,1,0.0582,75.265,4,0.0352,0.9884,0.9884,0.055,Sleepy
185,Hera,['AEO'],0.282,0.163,165000,0.0583,0.86,9,0.111,-25.988,0,0.0406,64.488,3,0.0372,-0.3818,-0.3818,0.0296,Sleepy
186,Aconitum,['Joel Moin'],0.991,0.131,180000,0.0148,0.954,7,0.0951,-30.974,1,0.0387,66.008,5,0.0345,1.0,1.0,0.0545,Sleepy
187,Green Leaves,['Sounds of Love'],0.568,0.32,201000,0.184,0.909,0,0.112,-24.231,1,0.0509,68.302,3,0.0431,-0.9907,-0.9907,0.0233,Sleepy
188,Wading in dreams,['Elevie J'],0.974,0.155,111522,0.0515,0.952,10,0.106,-26.058,1,0.0434,71.405,3,0.0371,1.0,1.0,0.0571,Sleepy
189,Your Peace,['The Tides'],0.961,0.155,224000,0.00512,0.894,8,0.1,-36.056,0,0.0419,78.206,4,0.183,0.5423,0.5423,0.1938,Sleepy
190,Escape Gravity,['Juni Tinley'],0.857,0.15,171760,0.0586,0.833,3,0.128,-28.755,1,0.0443,137.555,4,0.0357,,,0.0357,Sleepy
191,Expectation,['Serenescapes'],0.817,0.203,186000,0.114,0.792,5,0.118,-25.64,1,0.039,72.395,1,0.0379,,,0.0379,Sleepy
192,Deep Blue Waves,['In Stars Above'],0.988,0.121,173864,0.0179,0.975,0,0.128,-26.012,1,0.0413,84.459,1,0.0864,0.9726,0.9726,0.1059,Sleepy
193,Jupiter Song,['O.A.S.'],0.973,0.111,206997,0.0597,0.964,0,0.105,-28.951,1,0.0414,73.632,4,0.036,0.9996,0.9996,0.056,Sleepy
194,Milky Way,['Light & Sound'],0.895,0.168,183000,0.0467,0.672,1,0.129,-30.132,1,0.0407,70.758,4,0.036,0.8863,0.8863,0.0537,Sleepy
195,Sine One,['Gentle States'],0.988,0.208,177875,0.0218,0.97,9,0.101,-29.66,0,0.0375,70.644,4,0.0334,0.9989,0.9989,0.0534,Sleepy
196,Stability,['Eight Dimentional'],0.726,0.169,175828,0.0279,0.964,0,0.109,-22.02,1,0.0474,88.119,4,0.0337,1.0,1.0,0.0537,Sleepy
197,In Peace,['Donato Manna'],0.971,0.174,212250,0.0422,0.901,1,0.111,-28.743,1,0.0445,66.849,4,0.0891,0.9999,0.9999,0.1091,Sleepy
198,Endless Nights,['Devansh Tushar'],0.96,0.163,178823,0.0145,0.951,2,0.0917,-29.973,1,0.0508,131.103,5,0.039,,,0.039,Sleepy
199,Warm Morning,['The Beautiful Star'],0.98,0.166,199250,0.124,0.961,0,0.112,-25.63,1,0.0453,131.067,4,0.0577,-0.9985,-0.9985,0.0377,Sleepy
200,Sandy Foam,['xerLK'],0.979,0.241,145714,0.0628,0.936,2,0.0865,-26.156,0,0.0488,70.024,3,0.039,,,0.039,Sleepy
0,Remedies,"['Mollie Collins', 'Ruth Royall']",0.0172,0.477,282759,0.581,0.0,8,0.109,-8.765,0,0.0569,85.375,4,0.0473,0.6954,0.6954,0.0612,Energised
1,Easier (feat. LOWES) - Sub Focus Remix,"['CamelPhat', 'LOWES', 'Sub Focus']",0.0509,0.439,276373,0.924,3.39e-05,11,0.0911,-2.959,0,0.0415,174.048,4,0.0468,,,0.0468,Energised
2,Frontline,['Wilkinson'],0.000999,0.426,243000,0.983,0.924,5,0.0883,-3.553,0,0.0533,174.0,4,0.125,0.0,0.0,0.125,Energised
3,Reason,"['The Prototypes', 'LOWES']",0.0566,0.411,247586,0.863,1.69e-05,2,0.172,-2.512,1,0.0528,173.975,4,0.0604,-0.9969,-0.9969,0.0405,Energised
4,Falling Down,"['Friction', 'Poppy Baskcomb']",0.00105,0.481,228645,0.87,0.00634,9,0.304,-4.521,1,0.0362,173.929,4,0.0948,0.5007,0.5007,0.1048,Energised
5,I Got You (feat. Tyler Daley),"['SHY FX', 'Breakage', 'Break', 'Tyler Daley']",0.00853,0.611,262588,0.83,0.0803,5,0.119,-3.329,1,0.107,169.662,4,0.192,,,0.192,Energised
6,That Feeling,['Bensley'],0.000826,0.277,228966,0.989,0.831,1,0.171,-0.813,1,0.0669,173.985,4,0.245,0.9991,0.9991,0.265,Energised
7,Mystery,['Blanke'],0.0167,0.505,248276,0.962,0.101,2,0.269,-3.596,1,0.395,174.05,4,0.0723,0.8841,0.8841,0.09,Energised
8,Forget the Rain,"['Paper Dragon', 'Grafix']",0.0316,0.411,226207,0.959,0.000595,2,0.131,-2.467,1,0.0459,173.887,4,0.391,-0.9991,-0.9991,0.371,Energised
9,Take Me There,['Krakota'],0.000232,0.375,278621,0.978,0.337,0,0.294,-3.08,0,0.0645,173.988,4,0.0807,,,0.0807,Energised
10,A Taste of Hope,['IMANU'],0.0264,0.422,223281,0.772,0.555,1,0.0741,-4.674,1,0.0875,75.66,1,0.0791,-0.9849,-0.9849,0.0594,Energised
11,Flex,"['K Motionz', 'Simula']",0.109,0.576,309771,0.645,0.0369,11,0.378,-5.573,1,0.129,87.435,4,0.194,0.836,0.836,0.2107,Energised
12,Gimmie a Sec,"['Lenzman', 'Danny Sanchez']",0.00625,0.604,271762,0.917,0.03,2,0.117,-2.657,0,0.0561,170.055,4,0.819,,,0.819,Energised
13,Cadence - VIP,"['Metrik', 'Reija Lee']",0.000264,0.512,231824,0.793,0.598,1,0.308,-2.668,0,0.057,174.095,4,0.038,,,0.038,Energised
14,Poison,"['Maduk', 'Gid Sedgwick']",0.000417,0.333,272257,0.955,0.0151,6,0.0921,-4.034,0,0.043,173.96,4,0.167,-0.9761,-0.9761,0.1475,Energised
15,Glitter (feat. Ambré Perkins) - Netsky Remix,"['Keys N Krates', 'Ambré', 'Netsky']",0.0257,0.426,173793,0.676,0.0996,8,0.166,-6.119,1,0.0781,173.938,4,0.331,,,0.331,Energised
16,Everything Boss,"['The Sauce', 'Fox']",0.0194,0.775,292222,0.751,2.54e-05,11,0.377,-0.33,0,0.294,175.028,4,0.6,0.9939,0.9939,0.6199,Energised
17,Sensory Division,['Dimension'],0.0537,0.482,297931,0.945,0.579,8,0.0981,-2.265,0,0.0595,173.963,4,0.136,-0.4939,-0.4939,0.1261,Energised
18,Magnify - Justin Hawkes Remix,"['Lexurus', 'Rhode', 'Justin Hawkes']",0.000123,0.384,287241,0.962,0.775,8,0.74,-1.317,0,0.0546,173.976,4,0.0343,0.8156,0.8156,0.0506,Energised
19,What We Gonna Do,"['Harriet Jaxxon', 'Tali']",0.00073,0.591,245526,0.845,0.00815,10,0.0888,-3.558,0,0.0381,175.014,4,0.323,,,0.323,Energised
20,All You Ever Wanted (Sub Focus Remix),"[""Rag'n'Bone Man"", 'Sub Focus']",0.00892,0.378,261307,0.674,0.118,2,0.143,-3.761,1,0.0345,174.082,4,0.0539,,,0.0539,Energised
21,Michael Knight,"['SHY FX', 'Breakage']",0.000693,0.628,178028,0.995,0.835,1,0.0901,-3.073,1,0.21,173.956,4,0.268,,,0.268,Energised
22,Searching For,"['Linguistics', 'GLXY', 'Charlie Perry']",0.0153,0.611,184113,0.897,0.0139,11,0.076,-4.432,0,0.123,174.07,4,0.0389,0.9784,0.9784,0.0585,Energised
23,Turn Back Time - Wilkinson Remix,"['Diplo', 'Sonny Fodera', 'Wilkinson']",0.036,0.5,253793,0.952,0.196,10,0.139,-4.238,0,0.0458,173.941,4,0.331,,,0.331,Energised
24,Save Me From Myself - Harriet Jaxxon Remix,"['Voltage', 'Harriet Jaxxon']",0.00918,0.413,261753,0.861,0.00237,10,0.355,-4.156,0,0.21,174.005,4,0.0643,,,0.0643,Energised
25,Bringing Me Down,['Maduk'],0.00852,0.419,249529,0.911,0.702,10,0.0784,-4.378,0,0.0458,173.993,4,0.206,,,0.206,Energised
26,Devices,['Dub Elements'],0.00967,0.531,273561,0.89,0.827,4,0.103,-5.672,1,0.13,174.04,4,0.0993,1.0,1.0,0.1193,Energised
27,YES - Fox Stevenson Remix,"['Koven', 'Fox Stevenson']",0.000374,0.539,221860,0.965,0.0143,9,0.102,-2.527,0,0.211,172.06,4,0.222,0.9975,0.9975,0.2419,Energised
28,Waterfalls,['Murdock'],0.000959,0.512,269943,0.826,0.00206,2,0.238,-4.072,1,0.0325,87.506,4,0.0399,-0.9827,-0.9827,0.0202,Energised
29,Under,"['Pola & Bryson', 'Lauren Archer']",0.0217,0.566,272546,0.859,0.0188,7,0.106,-4.718,1,0.0661,86.959,4,0.0355,0.9828,0.9828,0.0552,Energised
30,Ride To You,['K Motionz'],0.0472,0.724,275866,0.933,0.261,10,0.114,-2.112,0,0.0739,86.995,4,0.523,-0.9994,-0.9994,0.503,Energised
31,Going Nowhere Soon,"['FooR', 'Cameron Bloomfield']",0.108,0.609,165129,0.459,0.0,6,0.0943,-6.398,1,0.0438,174.961,4,0.292,-0.942,-0.942,0.2732,Energised
32,Oracle,"['Audioscribe', 'Aleya Mae']",0.0931,0.283,256552,0.441,0.186,3,0.112,-7.238,0,0.0459,87.019,4,0.0387,,,0.0387,Energised
33,Deconstruct,['Culture Shock'],0.00066,0.494,281379,0.968,0.874,8,0.539,-2.59,1,0.0497,173.912,4,0.133,0.9542,0.9542,0.1521,Energised
34,Alive (feat. Poppy Baskcomb),"['Dimension', 'Poppy Baskcomb']",0.0718,0.393,248276,0.989,1.52e-05,2,0.328,-0.424,1,0.0706,173.972,4,0.186,0.9922,0.9922,0.2058,Energised
35,Run,"['BCee', 'Dynamite MC']",0.00016,0.709,237309,0.978,0.901,2,0.263,-2.063,1,0.0566,172.03,4,0.818,-0.9971,-0.9971,0.7981,Energised
36,Light Up,['Koven'],0.00304,0.477,237241,0.924,0.006,0,0.186,-1.865,1,0.0437,173.996,4,0.144,-0.8725,-0.8725,0.1265,Energised
37,Sleepwalker,"['Nu:Tone', 'Charlotte Haining']",0.00169,0.362,349881,0.781,0.251,5,0.356,-4.924,0,0.0413,86.987,4,0.068,0.9159,0.9159,0.0863,Energised
38,Woman - Original,['Cyantific'],0.000109,0.439,233103,0.959,0.564,7,0.106,-2.126,0,0.0499,173.936,4,0.0369,0.9999,0.9999,0.0569,Energised
39,Hold On,"['Subsonic', 'Ruth Royall']",0.0391,0.44,226207,0.967,0.339,1,0.673,-3.252,0,0.0666,173.986,4,0.18,-0.8354,-0.8354,0.1633,Energised
40,Deliverance,['Polaris'],0.00119,0.433,292428,0.959,0.917,10,0.11,-3.102,0,0.0464,174.018,4,0.0349,-0.9724,-0.9724,0.0155,Energised
41,Junipero,"['Jack Mirror', 'Elle Exxe']",0.00328,0.512,253793,0.944,0.00947,10,0.387,-2.254,0,0.0394,174.019,4,0.554,1.0,1.0,0.574,Energised
42,Continua,"['Lexurus', 'Dualistic']",8.06e-05,0.493,252504,0.992,0.906,5,0.146,-2.258,0,0.0664,174.056,4,0.12,,,0.12,Energised
43,Instinct,['Kumarion'],0.000418,0.644,230962,0.951,0.231,1,0.346,-3.561,1,0.163,174.92,4,0.179,-0.9997,-0.9997,0.159,Energised
44,Alchemy,['Blanke'],0.0585,0.547,286897,0.92,0.542,1,0.109,-2.982,1,0.0629,174.004,4,0.0685,,,0.0685,Energised
45,Full Send,['1991'],0.0363,0.514,229138,0.956,0.0759,5,0.123,-0.846,0,0.0297,173.955,4,0.489,0.9836,0.9836,0.5087,Energised
46,Air I Breathe - Sub Focus & Wilkinson,"['Sub Focus', 'Wilkinson']",0.0995,0.431,252170,0.922,0.0118,5,0.173,-4.417,0,0.0504,174.023,4,0.0457,0.0,0.0,0.0457,Energised
47,Danger (feat. MC GQ),"['Dimension', 'MC GQ']",0.0223,0.606,182069,0.996,0.61,9,0.322,0.07,0,0.277,173.962,4,0.261,-0.9062,-0.9062,0.2429,Energised
48,I'll Never Change,"['SØL', 'Alec Primavera']",0.0689,0.612,235886,0.822,0.0207,1,0.119,-1.983,1,0.0466,175.032,4,0.0684,-0.9949,-0.9949,0.0485,Energised
49,Empty Bottles,"['Grafix', 'Degs']",0.0231,0.584,248389,0.685,0.000391,11,0.0732,-3.137,1,0.0396,86.977,4,0.0792,-0.9916,-0.9916,0.0594,Energised
